PROJECT_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,LAT,LON,RECORD_TIMESTAMP,GPS_coord,last_delivery_coord,POSTCODE,reached_delivery_loc,almost_reached_delivery_loc,on_time,almost_on_time
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-230929-248606,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,IP33 2JG,53.293393,-1.074008,52.236599,0.717008,2023-10-02 15:00:00+00:00,2023-10-02 15:59:00+00:00,2023-10-03 08:55:00+00:00,2023-10-03 09:25:00+00:00,52.240277022431904,0.717602920965988,2023-10-03 10:38:00+01:00,"[52.240277022431904, 0.717602920965988]","[52.236599, 0.717008]",IP33 2AD,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231102-258924,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,PR7 7NA,NP26 3TS,53.686775,-2.672518,51.57282,-2.85848,2023-11-03 16:00:00+00:00,2023-11-03 17:00:00+00:00,2023-11-04 10:55:00+00:00,2023-11-04 11:25:00+00:00,51.5734636141316,-2.85885425466787,2023-11-04 11:58:00+00:00,"[51.5734636141316, -2.85885425466787]","[51.57282, -2.85848]",NP26 3TS,1,1,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231005-250479,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-10-07 12:00:00+00:00,2023-10-07 12:59:00+00:00,2023-10-09 05:55:00+00:00,2023-10-09 06:25:00+00:00,51.5035800746902,-2.67049209268574,2023-10-08 16:09:00+01:00,"[51.5035800746902, -2.67049209268574]","[51.17534, -1.753679]",No postcode found for the given coordinates.,0,0,0,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231207-271072,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-17 10:30:00+00:00,2023-12-17 11:30:00+00:00,2023-12-17 13:30:00+00:00,2023-12-17 14:30:00+00:00,52.3708713118084,-1.4522906390377,2023-12-17 13:26:00+00:00,"[52.3708713118084, -1.4522906390377]","[52.371658, -1.452326]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-230927-247990,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-04 00:30:00+00:00,2023-10-04 01:00:00+00:00,2023-10-04 03:00:00+00:00,2023-10-04 03:30:00+00:00,53.7948819281292,-1.76264283522832,2023-10-08 16:15:00+01:00,"[53.7948819281292, -1.76264283522832]","[52.641456, -1.216005]",BD1 2HS,0,0,0,0
ee7cbc7b-4f14-44ac-9c6e-086d70a27141,SEZHUK-231217-274885,CAUK000282,Tractor Unit,Tractor Only 6x2,DN3 3FQ,DN3 3FQ,53.534344,-1.035929,53.534344,-1.035929,2023-12-20 06:00:00+00:00,2023-12-20 07:00:00+00:00,2023-12-20 17:00:00+00:00,2023-12-20 18:00:00+00:00,51.1264725,-2.742023,2023-12-20 08:36:00+00:00,"[51.1264725, -2.742023]","[53.534344, -1.035929]",BA16 0EW,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257583,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-11-02 22:19:00+00:00,2023-11-03 01:00:01+00:00,2023-11-03 06:00:00+00:00,2023-11-03 08:55:01+00:00,51.6623865777455,-0.024414603962568,2023-11-03 08:02:00+00:00,"[51.6623865777455, -0.024414603962568]","[51.659325, -0.021793]",EN3 7RG,0,0,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231019-254337,CAUK000250,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,MULLINGAR,53.293393,-1.074008,53.525595,-7.321696,2023-10-23 05:00:00+00:00,2023-10-23 05:59:00+00:00,2023-10-25 18:25:00+00:00,2023-10-25 18:55:00+00:00,53.5445678747,-7.3468922731,2023-10-25 20:03:00+01:00,"[53.5445678747, -7.3468922731]","[53.525595, -7.321696]",No postcode found for the given coordinates.,0,0,0,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231124-265998,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-12-08 16:45:00+00:00,2023-12-08 17:45:00+00:00,2023-12-08 21:10:00+00:00,2023-12-08 22:10:00+00:00,52.8253122936209,-1.3488560954753,2023-12-08 21:32:00+00:00,"[52.8253122936209, -1.3488560954753]","[52.829374, -1.332134]",No postcode found for the given coordinates.,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231211-272331,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-12 09:00:00+00:00,2023-12-12 10:00:00+00:00,2023-12-12 15:30:00+00:00,2023-12-12 16:00:00+00:00,51.6041971645168,-2.62476144317429,2023-12-12 16:46:00+00:00,"[51.6041971645168, -2.62476144317429]","[53.295391, -1.066283]",No postcode found for the given coordinates.,0,0,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231121-265105,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-11-23 05:00:00+00:00,2023-11-23 05:59:00+00:00,2023-11-23 10:25:00+00:00,2023-11-23 10:55:00+00:00,53.29292440881991,-1.06912316459837,2023-11-23 17:05:00+00:00,"[53.29292440881991, -1.06912316459837]","[52.081463, -1.329055]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-230930-249028,CAUK000435,Tractor Unit,Box 44ft,AL10 8XF,HP2 7PZ,51.74104,-0.218368,51.771839,-0.439712,2023-10-01 12:00:00+00:00,2023-10-01 13:55:01+00:00,2023-10-01 14:27:00+00:00,2023-10-01 16:27:01+00:00,51.7458839127578,-0.223657201217898,2023-10-01 18:11:00+01:00,"[51.7458839127578, -0.223657201217898]","[51.771839, -0.439712]",AL10 8UP,0,0,0,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231211-272240,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-21 09:30:00+00:00,2023-12-21 10:30:00+00:00,2023-12-21 12:30:00+00:00,2023-12-21 13:30:00+00:00,52.3711277,-1.4519862,2023-12-21 16:08:00+00:00,"[52.3711277, -1.4519862]","[52.371658, -1.452326]",No postcode found for the given coordinates.,0,0,0,0
369b3981-6399-439f-a654-7e90a2493c35,SEZHUK-231024-255902,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN3 3FG,IP6 0JW,53.537133,-1.037405,52.106487,1.098275,2023-10-26 06:00:00+00:00,2023-10-26 18:00:00+00:00,2023-10-27 07:02:00+00:00,2023-10-27 07:30:00+00:00,52.8715960151592,-1.49374033894335,2023-10-26 22:20:00+01:00,"[52.8715960151592, -1.49374033894335]","[52.106487, 1.098275]",DE24 3DR,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.785961,-2.619676,53.295391,-1.066283,2023-12-14 20:00:00+00:00,2023-12-14 21:00:00+00:00,2023-12-15 02:30:00+00:00,2023-12-15 03:00:00+00:00,53.1785763256383,-1.04172864288588,2023-12-16 10:39:00+00:00,"[53.1785763256383, -1.04172864288588]","[53.295391, -1.066283]",NG22 9DD,0,0,0,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231205-270018,CAUK000940,Tractor Unit,Box,S18 1PF,RG19 4BQ,53.304842,-1.482042,51.398689,-1.232386,2023-12-21 13:00:00+00:00,2023-12-21 13:30:00+00:00,2023-12-21 17:00:00+00:00,2023-12-21 17:30:00+00:00,51.4014118273673,-1.23676149657282,2023-12-21 18:48:00+00:00,"[51.4014118273673, -1.23676149657282]","[51.398689, -1.232386]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257555,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771841,-0.439918,2023-10-31 22:19:00+00:00,2023-11-01 01:00:01+00:00,2023-11-01 05:51:00+00:00,2023-11-01 08:46:01+00:00,51.7704056762159,-0.440699765458703,2023-11-01 11:25:00+00:00,"[51.7704056762159, -0.440699765458703]","[51.771841, -0.439918]",HP2 7PZ,1,1,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231008-251119,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-10 01:40:00+00:00,2023-10-10 03:20:01+00:00,2023-10-10 09:14:00+00:00,2023-10-10 12:10:01+00:00,51.3260752893984,0.879464400932193,2023-10-10 12:22:00+01:00,"[51.3260752893984, 0.879464400932193]","[51.328048, 0.877608]",No postcode found for the given coordinates.,0,0,0,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231129-267387,CAUK000310,Tractor Unit,Tractor Only,PE12 6EW,CV8 3ED,52.78285,-0.124795,52.371658,-1.452326,2023-12-10 12:30:00+00:00,2023-12-10 13:30:00+00:00,2023-12-10 15:30:00+00:00,2023-12-10 16:30:00+00:00,52.5882143481196,-2.07450309768512,2023-12-10 16:57:00+00:00,"[52.5882143481196, -2.07450309768512]","[52.371658, -1.452326]",WV13 3BL,0,0,0,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-231020-254942,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-31 04:45:00+00:00,2023-10-31 05:45:00+00:00,2023-10-31 09:00:00+00:00,2023-10-31 10:00:00+00:00,53.3472831348187,-2.87614567174022,2023-10-31 08:10:00+00:00,"[53.3472831348187, -2.87614567174022]","[53.349124, -2.876108]",No postcode found for the given coordinates.,0,0,0,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231206-270115,CAUK000124,Tractor Unit,Curtain-Side 13.6M Trailer,IP24 1HP,LE67 1UA,52.42597,0.73659,52.701119,-1.339519,2023-12-12 09:00:00+00:00,2023-12-12 09:30:00+00:00,2023-12-13 12:00:00+00:00,2023-12-13 12:00:00+00:00,52.7014946378768,-1.34028350003064,2023-12-15 09:01:00+00:00,"[52.7014946378768, -1.34028350003064]","[52.701119, -1.339519]",No postcode found for the given coordinates.,0,0,0,0
761f4ba9-6b78-46bf-a925-28366e334228,SEZHUK-231212-272706,CAUK001068,Tractor Unit,Temperature-Controlled,S42 5BX,BS11 8HT,53.19364,-1.361769,51.509228,-2.684362,2023-12-21 22:00:00+00:00,2023-12-21 22:30:00+00:00,2023-12-22 02:30:00+00:00,2023-12-22 03:00:00+00:00,51.5058295285468,-2.68432936486159,2023-12-22 04:48:00+00:00,"[51.5058295285468, -2.68432936486159]","[51.509228, -2.684362]",No postcode found for the given coordinates.,0,0,0,0
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231108-261048,CAUK000912,3.5T Van,Box,BD5 8LZ,LE3 8DX,53.766832,-1.740516,52.641456,-1.216005,2023-11-16 00:30:00+00:00,2023-11-16 01:00:00+00:00,2023-11-17 02:30:00+00:00,2023-11-17 03:00:00+00:00,52.647308362081695,-1.21537672069676,2023-11-16 02:15:00+00:00,"[52.647308362081695, -1.21537672069676]","[52.641456, -1.216005]",No postcode found for the given coordinates.,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231206-270126,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,NW10 7LQ,52.800481,-1.663328,51.526489,-0.266374,2023-12-07 13:00:00+00:00,2023-12-07 23:59:00+00:00,2023-12-08 14:30:00+00:00,2023-12-08 15:00:00+00:00,51.5276179,-0.2660277,2023-12-08 14:58:00+00:00,"[51.5276179, -0.2660277]","[51.526489, -0.266374]",NW10 6HA,0,0,0,0
22ea5531-3b70-47df-b7f0-d569684fb731,SEZHUK-231109-261437,CAUK000051,Tractor Unit,Curtain-Side 13.6M Trailer,NN9 5DB,ST4 4EX,52.3256,-0.613059,52.990933,-2.182771,2023-11-13 12:30:00+00:00,2023-11-13 13:00:00+00:00,2023-11-13 16:30:00+00:00,2023-11-13 17:00:00+00:00,52.9842166929068,-2.18877886422182,2023-11-13 17:18:00+00:00,"[52.9842166929068, -2.18877886422182]","[52.990933, -2.182771]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231217-275049,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.764125,-1.740145,51.771841,-0.439918,2023-12-22 14:20:00+00:00,2023-12-22 16:00:00+00:00,2023-12-23 05:00:00+00:00,2023-12-23 07:56:00+00:00,51.770469908953,-0.440592801883331,2023-12-23 10:14:00+00:00,"[51.770469908953, -0.440592801883331]","[51.771841, -0.439918]",HP2 7PZ,1,1,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231214-274014,CAUK000224,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RM19 1ND,53.293393,-1.074008,51.480755,0.261461,2023-12-16 07:00:00+00:00,2023-12-16 07:59:00+00:00,2023-12-16 15:00:00+00:00,2023-12-16 15:00:00+00:00,51.480382960853696,0.25742413681491,2023-12-16 15:26:00+00:00,"[51.480382960853696, 0.25742413681491]","[51.480755, 0.261461]",RM19 1ND,1,1,1,1
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231114-262627,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,CF11 8TS,52.800481,-1.663328,51.459807,-3.195345,2023-11-15 19:00:00+00:00,2023-11-15 20:00:00+00:00,2023-11-16 11:00:00+00:00,2023-11-16 11:30:00+00:00,51.5002615721486,-2.70010141767812,2023-11-24 04:56:00+00:00,"[51.5002615721486, -2.70010141767812]","[51.459807, -3.195345]",BS11 9AA,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231029-257614,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,ME13 7TW,53.763771,-1.739326,51.328048,0.877608,2023-10-31 22:19:00+00:00,2023-11-01 00:01:01+00:00,2023-11-01 06:00:00+00:00,2023-11-01 08:56:01+00:00,51.32649107,0.87975951,2023-11-01 09:57:00+00:00,"[51.32649107, 0.87975951]","[51.328048, 0.877608]",ME13 7TW,1,1,0,0
66a23663-0195-46f2-a5e4-da256bcba47b,SEZHUK-230925-247286,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-07 04:45:00+00:00,2023-10-07 05:45:00+00:00,2023-10-07 09:00:00+00:00,2023-10-07 10:00:00+00:00,53.349808834835905,-2.87019165523916,2023-10-07 07:30:00+01:00,"[53.349808834835905, -2.87019165523916]","[53.349124, -2.876108]",No postcode found for the given coordinates.,0,0,0,0
192cd5b5-978c-4681-b206-2f4d04e081ec,SEZHUK-231010-251436,CAUK001028,Tractor Unit,Curtain-Side 13.6M Trailer,DE14 2WT,SS17 9DY,52.800481,-1.663328,51.510091,0.459598,2023-10-11 14:00:00+00:00,2023-10-11 14:30:00+00:00,2023-10-12 07:30:00+00:00,2023-10-12 08:00:00+00:00,51.515993,0.4758283,2023-10-12 07:53:00+01:00,"[51.515993, 0.4758283]","[51.510091, 0.459598]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266606,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763558,-1.739636,51.398851,-1.231993,2023-11-30 00:20:00+00:00,2023-11-30 02:00:01+00:00,2023-11-30 07:37:00+00:00,2023-11-30 10:33:01+00:00,51.3986017,-1.2308798,2023-11-30 10:06:00+00:00,"[51.3986017, -1.2308798]","[51.398851, -1.231993]",RG19 4BQ,1,1,1,1
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231206-270550,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-12-15 00:30:00+00:00,2023-12-15 01:00:00+00:00,2023-12-15 03:00:00+00:00,2023-12-15 03:30:00+00:00,53.354982790248,-1.2852904656177,2023-12-15 01:05:00+00:00,"[53.354982790248, -1.2852904656177]","[52.641456, -1.216005]",No postcode found for the given coordinates.,0,0,0,0
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231227-276907,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,SP4 7GQ,53.293393,-1.074008,51.17534,-1.753679,2023-12-29 17:00:00+00:00,2023-12-29 17:59:00+00:00,2023-12-30 12:55:00+00:00,2023-12-30 13:25:00+00:00,51.1753997802734,-1.75676000118256,2023-12-30 12:54:00+00:00,"[51.1753997802734, -1.75676000118256]","[51.17534, -1.753679]",SP4 7GR,0,1,0,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231203-269301,CAUK000390,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763558,-1.739636,51.771841,-0.439918,2023-12-08 16:20:00+00:00,2023-12-08 18:00:01+00:00,2023-12-09 05:00:00+00:00,2023-12-09 07:56:01+00:00,51.897885,-0.471155,2023-12-09 05:10:00+00:00,"[51.897885, -0.471155]","[51.771841, -0.439918]",No postcode found for the given coordinates.,0,0,0,0
d04c44f7-f1b2-466e-be15-e88ab9443f50,SEZHUK-231201-268921,CAUK000155,Tractor Unit,Box,RM9 6RS,EH54 8QX,51.530739,0.138456,55.901847,-3.583873,2023-12-07 11:00:00+00:00,2023-12-07 11:30:00+00:00,2023-12-08 09:00:00+00:00,2023-12-08 09:30:00+00:00,52.8245702581756,-1.30629833785669,2023-12-07 18:07:00+00:00,"[52.8245702581756, -1.30629833785669]","[55.901847, -3.583873]",No postcode found for the given coordinates.,0,0,0,0
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-230927-248093,CAUK000912,3.5 T Van,Box,S35 2PW,LE3 8DX,53.476793,-1.471546,52.641456,-1.216005,2023-10-05 00:30:00+00:00,2023-10-05 01:00:00+00:00,2023-10-05 03:00:00+00:00,2023-10-05 03:30:00+00:00,52.6466627238393,-1.21606581544301,2023-10-05 01:54:00+01:00,"[52.6466627238393, -1.21606581544301]","[52.641456, -1.216005]",No postcode found for the given coordinates.,0,0,0,0
4eac100d-9434-415f-9e91-9be5da145d19,SEZHUK-231024-255929,CAUK000310,Tractor Unit,Tractor Only,ST16 3EF,CV8 3ED,52.806693,-2.12066,52.371656,-1.452312,2023-10-31 14:00:00+00:00,2023-10-31 15:00:00+00:00,2023-10-31 17:30:00+00:00,2023-10-31 18:30:00+00:00,52.369940693893106,-1.45074297777793,2023-10-31 18:04:00+00:00,"[52.369940693893106, -1.45074297777793]","[52.371656, -1.452312]",No postcode found for the given coordinates.,0,0,0,0
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231205-269969,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,NN15 5YT,53.462845,-2.896967,52.370504,-0.684925,2023-12-07 06:00:00+00:00,2023-12-07 06:01:00+00:00,2023-12-07 15:35:00+00:00,2023-12-07 16:05:00+00:00,52.3688097174298,-0.688155327486086,2023-12-07 17:32:00+00:00,"[52.3688097174298, -0.688155327486086]","[52.370504, -0.684925]",No postcode found for the given coordinates.,0,0,0,0
433732b1-4db6-4969-985d-710c0033eeb4,SEZHUK-231102-258790,CAUK000912,3.5T Van,Box,S35 2PW,LE3 8DX,53.476537,-1.471065,52.641456,-1.216005,2023-11-10 00:30:00+00:00,2023-11-10 01:00:00+00:00,2023-11-10 03:00:00+00:00,2023-11-10 03:30:00+00:00,52.647079115711,-1.2160476939571,2023-11-10 02:19:00+00:00,"[52.647079115711, -1.2160476939571]","[52.641456, -1.216005]",No postcode found for the given coordinates.,0,0,0,0
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231227-277020,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,GL3 4AJ,S80 3EG,51.843233,-2.170887,53.295391,-1.066283,2023-12-28 16:00:00+00:00,2023-12-28 17:00:00+00:00,2023-12-28 21:30:00+00:00,2023-12-28 22:00:00+00:00,51.8400274170969,-2.16926920015541,2023-12-28 13:08:00+00:00,"[51.8400274170969, -2.16926920015541]","[53.295391, -1.066283]",No postcode found for the given coordinates.,0,0,0,0
40415fe3-e446-4d1e-b141-3698b0dc47f3,SEZHUK-231205-269663,CAUK000096,Tractor Unit,Curtain-Side 13.6M Trailer,ME6 5PX,IG11 0DS,51.32487,0.446613,51.515717,0.100453,2023-12-07 09:00:00+00:00,2023-12-07 09:30:00+00:00,2023-12-07 13:30:00+00:00,2023-12-07 14:00:00+00:00,51.516470911047904,0.099713820326301,2023-12-07 10:13:00+00:00,"[51.516470911047904, 0.099713820326301]","[51.515717, 0.100453]",No postcode found for the given coordinates.,0,0,0,0
